烽火通信16304.txt,48,421,421
华为12586.txt,98,713,1188
中兴208.txt,75,694,1322
中兴5395.txt,47,385,593
华为14848.txt,167,1244,2009
华三12342.txt,176,1179,1036
华为5822.txt,117,969,1613
中兴16138.txt,69,637,1132
中兴9963.txt,48,408,715
华为5412.txt,125,705,1132
中兴5397.txt,42,334,518
烽火通信1323.txt,35,335,370
华三4146.txt,90,639,629
中兴7.txt,56,586,1055
中兴13327.txt,69,1040,2287
烽火通信6662.txt,69,661,674
华为12594.txt,91,664,1112
中兴1095.txt,146,1603,3108
华为5364.txt,202,1967,2336
华为15.txt,200,1086,1816
华三1176.txt,62,298,260
华三2324.txt,85,597,545
中兴13332.txt,120,1605,3545
中兴8073.txt,56,505,899
华为10141.txt,64,405,673
华三21.txt,80,470,482
中兴13330.txt,73,953,1966
华为903.txt,132,1013,1820
华三13312.txt,77,576,675
华为5831.txt,77,567,988
中兴5385.txt,48,407,655
华为17.txt,165,879,1481
华为5372.txt,145,938,1703
华三15400.txt,64,480,502
中兴13331.txt,117,1587,3520
中兴13480.txt,113,1115,2125
中兴5568.txt,54,400,569
中兴14674.txt,55,572,1142
烽火通信1319.txt,32,355,446
华为10133.txt,150,1482,2869
中兴1580.txt,79,740,1416
中兴5453.txt,68,661,977
华为583.txt,97,716,1152
烽火通信14362.txt,66,651,748
华为16350.txt,76,481,807
华三16218.txt,81,525,527
华为12490.txt,98,567,961
华为13349.txt,180,1410,2369
华为12492.txt,115,795,699
华三16227.txt,78,485,489
华为1428.txt,166,1157,1904
华为2336.txt,104,663,1161
烽火通信7719.txt,91,891,866
华三5559.txt,65,358,335
华三5571.txt,67,365,328
华三5366.txt,64,336,376
华为1174.txt,105,559,916
中兴865.txt,74,674,1096
华三1248.txt,128,1051,1029
中兴3999.txt,39,424,722
华三5402.txt,55,313,311
华为578.txt,104,768,1224
华为16354.txt,164,1175,2026
华为2318.txt,127,960,1771
华三1261.txt,96,721,796
中兴12514.txt,59,546,963
华为13358.txt,109,804,1373
华为13341.txt,181,1309,2126
华为9491.txt,102,593,927
中兴1172.txt,51,448,747
华为5491.txt,184,1180,2043
中兴2491.txt,62,533,909
烽火通信785.txt,39,362,396
烽火通信791.txt,35,336,380
中兴1577.txt,91,856,1643
华为9486.txt,119,718,1105
华三7805.txt,78,373,328
中兴1171.txt,51,449,749
华为5492.txt,162,1076,1798
华三5380.txt,64,348,365
中兴6385.txt,64,605,1129
华三2377.txt,89,561,487
中兴5458.txt,68,667,1001
中兴2479.txt,52,514,896
华为13357.txt,131,1123,1941
中兴6394.txt,43,361,584
思科1736.txt,117,1483,2121
华三5409.txt,61,357,355
中兴3979.txt,73,1112,2298
中兴12522.txt,49,402,636
华为1180.txt,202,1370,2442
烽火通信14352.txt,97,873,861
思科1721.txt,135,1214,1407
华为1426.txt,199,1623,2726
华三7745.txt,103,701,615
中兴8.txt,54,573,1047
华为853.txt,140,1013,1770
华为14854.txt,100,719,1258
中兴5388.txt,49,387,587
华为4277.txt,188,2100,4038
华三1178.txt,59,294,274
中兴16127.txt,72,652,1131
烽火通信6730.txt,81,654,682
华为16111.txt,199,1695,2933
烽火通信12220.txt,39,407,440
中兴13473.txt,110,1237,2534
华为16107.txt,211,1643,2254
华三13309.txt,65,379,363
华为16112.txt,205,1687,2894
中兴13289.txt,63,545,974
华三16106.txt,65,331,304
华三13297.txt,66,390,371
华为855.txt,200,1771,3286
华三15392.txt,71,535,542
华三12358.txt,176,1184,1049
中兴213.txt,51,434,698
华为909.txt,85,564,936
华三4205.txt,114,1105,1133
中兴9946.txt,75,929,1875
烽火通信16295.txt,47,414,417
华为5393.txt,124,689,993
华三16103.txt,66,331,298
中兴13307.txt,58,454,756
中兴5562.txt,57,412,624
中兴16096.txt,49,384,626
中兴16094.txt,46,365,600
中兴14683.txt,41,438,869
华三14.txt,105,687,711
华为16101.txt,147,877,1207
华为4266.txt,0,0,0
华三13326.txt,81,610,735
中兴5398.txt,43,337,519
烽火通信12225.txt,60,584,586
中兴8079.txt,74,629,1088
烽火通信7761.txt,63,660,678
中兴826.txt,71,662,1116
